size of numTable: 10000
Amicable: 3940 and 8746
Amicable: 7918 and 8782
Amicable: 7486 and 7918
Amicable: 5470 and 7486
Amicable: 7954 and 5470
Amicable: 3090 and 3666
Amicable: 9873 and 5895
Amicable: 8667 and 9873
Amicable: 4398 and 2610
Amicable: 7874 and 6146
Amicable: 7682 and 7874
Amicable: 3980 and 5884
Amicable: 4216 and 8842
Amicable: 5655 and 9927
Amicable: 4688 and 8846
Amicable: 5050 and 2844
Amicable: 8037 and 7365
Amicable: 9669 and 8037
Amicable: 8421 and 9669
Amicable: 4796 and 8882
Amicable: 5924 and 8894
Amicable: 8902 and 6202
Amicable: 3324 and 8914
Amicable: 4458 and 3798
Amicable: 8066 and 7202
Amicable: 8174 and 8066
Amicable: 6974 and 8174
Amicable: 7946 and 6974
Amicable: 5570 and 7946
Amicable: 5956 and 5570
Amicable: 8966 and 5972
Amicable: 5996 and 4136
Amicable: 9014 and 4130
Amicable: 7582 and 6286
Amicable: 5144 and 9026
Amicable: 9034 and 3040
Amicable: 5150 and 5630
Amicable: 9038 and 5150
Amicable: 5332 and 3372
Amicable: 6669 and 8589
Amicable: 2016 and 2184
Amicable: 8062 and 7306
Amicable: 6044 and 3560
Amicable: 8122 and 9094
Amicable: 7545 and 9369
Amicable: 4264 and 3396
Amicable: 9122 and 2604
Amicable: 8282 and 7358
Amicable: 7958 and 8282
Amicable: 5690 and 7958
Amicable: 9134 and 5690
Amicable: 4566 and 3486
Amicable: 5224 and 9166
Amicable: 8374 and 5224
Amicable: 5710 and 8374
Amicable: 2850 and 2898
Amicable: 7718 and 6398
Amicable: 9182 and 7718
Amicable: 8342 and 9182
Amicable: 8366 and 8342
Amicable: 3584 and 4544
Amicable: 9194 and 3584
Amicable: 6124 and 9194
Amicable: 9242 and 5978
Amicable: 5452 and 5272
Amicable: 6454 and 7786
Amicable: 8362 and 6454
Amicable: 5770 and 8362
Amicable: 6172 and 4912
Amicable: 9153 and 4095
Amicable: 5733 and 9153
Amicable: 8799 and 5733
Amicable: 5288 and 9278
Amicable: 5434 and 9286
Amicable: 4638 and 3270
Amicable: 9298 and 5428
Amicable: 6482 and 9302
Amicable: 6196 and 6482
Amicable: 8446 and 4270
Amicable: 5290 and 3976
Amicable: 9326 and 6212
Amicable: 4768 and 9358
Amicable: 6236 and 4220
Amicable: 5396 and 6236
Amicable: 9382 and 6538
Amicable: 6358 and 9382
Amicable: 5350 and 6358
Amicable: 9406 and 8614
Amicable: 9693 and 6045
Amicable: 6268 and 5372
Amicable: 7922 and 5870
Amicable: 2352 and 3516
Amicable: 8234 and 4672
Amicable: 9446 and 8234
Amicable: 5008 and 9446
Amicable: 5384 and 5008
Amicable: 8662 and 7618
Amicable: 9458 and 4676
Amicable: 7119 and 6783
Amicable: 4832 and 3440
Amicable: 6316 and 4832
Amicable: 5252 and 6316
Amicable: 3894 and 2664
Amicable: 5416 and 8494
Amicable: 7414 and 5416
Amicable: 9502 and 7414
Amicable: 9518 and 5930
Amicable: 2784 and 3144
Amicable: 8326 and 8686
Amicable: 5072 and 9566
Amicable: 4930 and 9574
Amicable: 9578 and 4088
Amicable: 9093 and 8645
Amicable: 9586 and 5464
Amicable: 5278 and 9598
Amicable: 5565 and 7293
Amicable: 9602 and 5612
Amicable: 3834 and 4086
Amicable: 2448 and 3834
Amicable: 5990 and 8798
Amicable: 6404 and 5990
Amicable: 2580 and 5548
Amicable: 8126 and 6436
Amicable: 9662 and 8126
Amicable: 8774 and 9662
Amicable: 2100 and 3220
Amicable: 6452 and 4352
Amicable: 8642 and 8906
Amicable: 6476 and 9722
Amicable: 8858 and 6484
Amicable: 6070 and 9742
Amicable: 8194 and 6070
Amicable: 4048 and 9754
Amicable: 2800 and 6508
Amicable: 4712 and 2800
Amicable: 4624 and 8115
Amicable: 5474 and 6818
Amicable: 7634 and 5474
Amicable: 4218 and 4026
Amicable: 3738 and 4218
Amicable: 9838 and 8938
Amicable: 6130 and 9838
Amicable: 5608 and 6130
Amicable: 7678 and 5608
Amicable: 8758 and 7678
Amicable: 5324 and 5828
Amicable: 6874 and 9862
Amicable: 4134 and 3942
Amicable: 4926 and 4134
Amicable: 4278 and 4926
Amicable: 5644 and 3880
Amicable: 3684 and 5644
Amicable: 9874 and 3684
Amicable: 7018 and 5650
Amicable: 7982 and 9902
Amicable: 4736 and 7982
Amicable: 6170 and 4736
Amicable: 9934 and 6190
Amicable: 3400 and 9934
Amicable: 4962 and 3234
Amicable: 5672 and 7766
Amicable: 6628 and 5672
Amicable: 3204 and 3726
Amicable: 4974 and 3204
Amicable: 6652 and 5296
Amicable: 9986 and 6652
Amicable: 9633 and 8673
Amicable: 6986 and 6676
Amicable: 4100 and 6986
Amicable: 3756 and 4540
Amicable: 8626 and 7042
Amicable: 9202 and 8626
Amicable: 3366 and 4302
Amicable: 6566 and 7898
Amicable: 4508 and 5012
Amicable: 3850 and 9322
Amicable: 6772 and 5392
Amicable: 9266 and 8702
Amicable: 6788 and 9266
Amicable: 5270 and 6788
Amicable: 3804 and 4338
Amicable: 5816 and 6068
Amicable: 5056 and 5816
Amicable: 6796 and 5056
Amicable: 8242 and 7126
Amicable: 9106 and 8242
Amicable: 5216 and 3072
Amicable: 6410 and 5864
Amicable: 9434 and 6410
Amicable: 9374 and 9434
Amicable: 6430 and 9238
Amicable: 9657 and 8565
Amicable: 3760 and 4660
Amicable: 9807 and 8967
Amicable: 9514 and 8074
Amicable: 6345 and 9333
Amicable: 6892 and 4424
Amicable: 6148 and 4888
Amicable: 6470 and 9494
Amicable: 9398 and 6470
Amicable: 9062 and 9398
Amicable: 8738 and 9062
Amicable: 5944 and 3216
Amicable: 6964 and 9362
Amicable: 3500 and 5552
Amicable: 4120 and 5344
Amicable: 6530 and 9638
Amicable: 5698 and 9154
Amicable: 6988 and 4300
Amicable: 7322 and 5330
Amicable: 5584 and 7012
Amicable: 7502 and 5584
Amicable: 4144 and 2160
Amicable: 5510 and 6590
Amicable: 6610 and 9454
Amicable: 5298 and 4518
Amicable: 6056 and 8942
Amicable: 9782 and 6056
Amicable: 2736 and 5764
Amicable: 3972 and 2736
Amicable: 9963 and 6195
Amicable: 5648 and 9794
Amicable: 3402 and 5322
Amicable: 2730 and 3402
Amicable: 4074 and 2730
Amicable: 4266 and 4074
Amicable: 6724 and 7935
Amicable: 7108 and 8606
Amicable: 6088 and 8338
Amicable: 6958 and 9694
Amicable: 5312 and 4864
Amicable: 7132 and 5312
Amicable: 8025 and 8073
Amicable: 8426 and 4970
Amicable: 6152 and 8426
Amicable: 6730 and 6118
Amicable: 7774 and 6730
Amicable: 4004 and 5348
Amicable: 3108 and 4004
Amicable: 5046 and 4674
Amicable: 3810 and 5046
Amicable: 6184 and 3492
Amicable: 5536 and 6184
Amicable: 9686 and 9734
Amicable: 6770 and 9686
Amicable: 8762 and 6770
Amicable: 9146 and 8762
Amicable: 7574 and 9146
Amicable: 4280 and 7244
Amicable: 3450 and 5466
Amicable: 4602 and 3450
Amicable: 6830 and 8558
Amicable: 5750 and 6830
Amicable: 7154 and 3800
Amicable: 7324 and 7154
Amicable: 6296 and 6572
Amicable: 6910 and 5110
Amicable: 4734 and 3330
Amicable: 5020 and 6028
Amicable: 6532 and 5020
Amicable: 6525 and 7395
Amicable: 4794 and 3930
Amicable: 9711 and 9255
Amicable: 7095 and 9711
Amicable: 9418 and 9022
Amicable: 6376 and 9418
Amicable: 8734 and 6376
Amicable: 7798 and 8734
Amicable: 3762 and 4482
Amicable: 5192 and 7468
Amicable: 3348 and 5728
Amicable: 4188 and 3348
Amicable: 5968 and 9074
Amicable: 7010 and 5968
Amicable: 7492 and 7010
Amicable: 7516 and 6116
Amicable: 4326 and 5646
Amicable: 4902 and 4326
Amicable: 4758 and 4902
Amicable: 9554 and 7556
Amicable: 5792 and 9554
Amicable: 9178 and 7090
Amicable: 9622 and 9766
Amicable: 7966 and 9622
Amicable: 5504 and 6064
Amicable: 4700 and 5504
Amicable: 6716 and 4700
Amicable: 4878 and 5718
Amicable: 7994 and 5696
Amicable: 3708 and 6844
Amicable: 8998 and 6568
Amicable: 6584 and 5624
Amicable: 6128 and 6584
Amicable: 7785 and 8613
Amicable: 4240 and 6616
Amicable: 4984 and 5704
Amicable: 4256 and 4592
Amicable: 5512 and 4000
Amicable: 5260 and 5512
Amicable: 5830 and 7270
Amicable: 9826 and 5830
Amicable: 5826 and 5106
Amicable: 4818 and 5826
Amicable: 7106 and 7796
Amicable: 6224 and 7406
Amicable: 4550 and 6224
Amicable: 4494 and 5862
Amicable: 2760 and 3264
Amicable: 4180 and 4404
Amicable: 5898 and 4170
Amicable: 9542 and 9962
Amicable: 7390 and 9262
Amicable: 6604 and 5058
Amicable: 7916 and 7076
Amicable: 2772 and 5908
Amicable: 3444 and 2772
Amicable: 3384 and 3852
Amicable: 4578 and 5094
Amicable: 6850 and 6868
Amicable: 6112 and 6850
Amicable: 7972 and 6352
Amicable: 6824 and 7972
Amicable: 6110 and 6824
Amicable: 4806 and 5982
Amicable: 5420 and 7996
Amicable: 8386 and 6856
Amicable: 8414 and 6734
Amicable: 6176 and 6416
Amicable: 5104 and 6904
Amicable: 8068 and 6902
Amicable: 6950 and 9482
Amicable: 8116 and 8498
Amicable: 9854 and 7610
Amicable: 6644 and 8156
Amicable: 6812 and 6644
Amicable: 7316 and 6812
Amicable: 5394 and 6114
Amicable: 3690 and 6126
Amicable: 7016 and 8582
Amicable: 6544 and 8212
Amicable: 7690 and 6304
Amicable: 9958 and 7690
Amicable: 9658 and 7048
Amicable: 6885 and 9177
Amicable: 5274 and 4698
Amicable: 7064 and 8252
Amicable: 6186 and 4746
Amicable: 5226 and 6186
Amicable: 8666 and 8276
Amicable: 5620 and 6016
Amicable: 7096 and 5620
Amicable: 6208 and 9746
Amicable: 3828 and 4668
Amicable: 8348 and 5660
Amicable: 5684 and 5810
Amicable: 2640 and 4152
Amicable: 6294 and 4068
Amicable: 5214 and 6294
Amicable: 6736 and 8452
Amicable: 3312 and 3000
Amicable: 7256 and 6908
Amicable: 8516 and 7970
Amicable: 7124 and 8524
Amicable: 6356 and 4340
Amicable: 5300 and 8548
Amicable: 6414 and 3870
Amicable: 4720 and 5080
Amicable: 3640 and 4720
Amicable: 7352 and 5456
Amicable: 7412 and 7352
Amicable: 6464 and 8644
Amicable: 8090 and 6464
Amicable: 4160 and 7772
Amicable: 5238 and 3150
Amicable: 9825 and 7665
Amicable: 6546 and 5538
Amicable: 5598 and 6558
Amicable: 3510 and 5598
Amicable: 8210 and 7550
Amicable: 7238 and 8210
Amicable: 6582 and 5022
Amicable: 8230 and 7528
Amicable: 7676 and 7172
Amicable: 6752 and 7676
Amicable: 6592 and 9386
Amicable: 8812 and 6592
Amicable: 7024 and 8812
Amicable: 9254 and 8270
Amicable: 5240 and 5264
Amicable: 5632 and 3996
Amicable: 7576 and 5632
Amicable: 8955 and 8235
Amicable: 3432 and 3936
Amicable: 7030 and 7462
Amicable: 8290 and 7030
Amicable: 4092 and 3168
Amicable: 6654 and 4710
Amicable: 9802 and 8722
Amicable: 7605 and 6435
Amicable: 7088 and 6344
Amicable: 6710 and 3920
Amicable: 7624 and 7714
Amicable: 8084 and 4640
Amicable: 6248 and 5768
Amicable: 3816 and 6702
Amicable: 6890 and 8948
Amicable: 8390 and 6230
Amicable: 7828 and 5028
Amicable: 5694 and 5934
Amicable: 5052 and 7348
Amicable: 6774 and 5454
Amicable: 3948 and 6748
Amicable: 8294 and 9092
Amicable: 9562 and 7546
Amicable: 7816 and 9562
Amicable: 6848 and 9148
Amicable: 5096 and 8570
Amicable: 6220 and 8236
Amicable: 7312 and 9172
Amicable: 7864 and 3024
Amicable: 6424 and 7864
Amicable: 6906 and 5562
Amicable: 4890 and 6906
Amicable: 6042 and 4890
Amicable: 5390 and 8630
Amicable: 8308 and 4056
Amicable: 5172 and 8308
Amicable: 9236 and 9674
Amicable: 9244 and 5480
Amicable: 7310 and 7376
Amicable: 7928 and 7748
Amicable: 9165 and 8836
Amicable: 9933 and 9165
Amicable: 7408 and 7136
Amicable: 6032 and 8132
Amicable: 6978 and 5958
Amicable: 7976 and 6976
Amicable: 9814 and 8770
Amicable: 7472 and 5060
Amicable: 6615 and 8295
Amicable: 9428 and 8072
Amicable: 7028 and 4116
Amicable: 5874 and 5010
Amicable: 9926 and 5780
Amicable: 8246 and 9926
Amicable: 8870 and 8246
Amicable: 8284 and 6066
Amicable: 5316 and 8284
Amicable: 3300 and 5316
Amicable: 9484 and 5900
Amicable: 6256 and 4960
Amicable: 7328 and 5120
Amicable: 8168 and 7328
Amicable: 7158 and 6222
Amicable: 5502 and 7158
Amicable: 8264 and 7232
Amicable: 9506 and 7196
Amicable: 9070 and 8350
Amicable: 8312 and 5360
Amicable: 4716 and 3120
Amicable: 4998 and 5886
Amicable: 7302 and 4998
Amicable: 7370 and 9748
Amicable: 3480 and 8164
Amicable: 8804 and 7964
Amicable: 6620 and 8804
Amicable: 9764 and 7790
Amicable: 5190 and 6486
Amicable: 8408 and 8588
Amicable: 7208 and 8408
Amicable: 3888 and 7856
Amicable: 4692 and 5532
Amicable: 4020 and 4692
Amicable: 5950 and 8488
Amicable: 9290 and 7670
Amicable: 6354 and 4248
Amicable: 8504 and 6740
Amicable: 5936 and 8504
Amicable: 5604 and 3420
Amicable: 9116 and 7984
Amicable: 8924 and 5960
Amicable: 7544 and 8048
Amicable: 6102 and 6462
Amicable: 5852 and 5180
Amicable: 7532 and 5852
Amicable: 8696 and 6512
Amicable: 5984 and 8696
Amicable: 7588 and 4452
Amicable: 5064 and 3864
Amicable: 6656 and 8144
Amicable: 9614 and 6656
Amicable: 8744 and 9614
Amicable: 5430 and 7662
Amicable: 6726 and 5430
Amicable: 6940 and 4644
Amicable: 5082 and 7674
Amicable: 8776 and 7930
Amicable: 6402 and 6882
Amicable: 7698 and 6402
Amicable: 5382 and 3744
Amicable: 8404 and 8908
Amicable: 8824 and 5004
Amicable: 7384 and 8824
Amicable: 7734 and 6606
Amicable: 7746 and 5346
Amicable: 4848 and 3720
Amicable: 5994 and 4848
Amicable: 9770 and 8936
Amicable: 9292 and 8032
Amicable: 7842 and 6834
Amicable: 6714 and 8788
Amicable: 9050 and 8984
Amicable: 8368 and 9050
Amicable: 8918 and 9830
Amicable: 4884 and 5892
Amicable: 7424 and 8510
Amicable: 7868 and 6188
Amicable: 5840 and 7868
Amicable: 7914 and 6954
Amicable: 5166 and 7926
Amicable: 7180 and 6280
Amicable: 8668 and 9676
Amicable: 9970 and 6370
Amicable: 5988 and 9628
Amicable: 6700 and 8996
Amicable: 9316 and 9208
Amicable: 5586 and 5730
Amicable: 6108 and 9916
Amicable: 8166 and 6798
Amicable: 5790 and 8166
Amicable: 6942 and 5790
Amicable: 3696 and 7002
Amicable: 7460 and 7112
Amicable: 8238 and 6342
Amicable: 8286 and 5742
Amicable: 7242 and 5418
Amicable: 5076 and 6252
Amicable: 8384 and 7580
Amicable: 9758 and 8912
Amicable: 5436 and 6276
Amicable: 5232 and 7216
Amicable: 9412 and 3840
Amicable: 4464 and 6688
Amicable: 8296 and 5920
Amicable: 7626 and 6858
Amicable: 7910 and 9704
Amicable: 9284 and 7100
Amicable: 9956 and 9284
Amicable: 9736 and 9250
Amicable: 6594 and 8562
Amicable: 8574 and 5550
Amicable: 8648 and 9848
Amicable: 7194 and 8634
Amicable: 8864 and 9950
Amicable: 4740 and 5412
Amicable: 6664 and 5652
Amicable: 5310 and 8718
Amicable: 3360 and 5784
Amicable: 6920 and 6380
Amicable: 9992 and 7300
Amicable: 8768 and 9992
Amicable: 6020 and 8576
Amicable: 8708 and 6020
Amicable: 5124 and 8708
Amicable: 6916 and 5124
Amicable: 7074 and 8754
Amicable: 8764 and 4284
Amicable: 9056 and 9392
Amicable: 6138 and 7542
Amicable: 8826 and 6138
Amicable: 8896 and 9932
Amicable: 8886 and 7998
Amicable: 7566 and 8886
Amicable: 6846 and 7566
Amicable: 5112 and 4410
Amicable: 8922 and 6330
Amicable: 8958 and 6318
Amicable: 6966 and 8994
Amicable: 9584 and 7784
Amicable: 8180 and 7160
Amicable: 7794 and 4980
Amicable: 6828 and 7794
Amicable: 9712 and 6348
Amicable: 6852 and 9988
Amicable: 6944 and 6776
Amicable: 7902 and 7878
Amicable: 6924 and 8380
Amicable: 9258 and 5130
Amicable: 4080 and 6168
Amicable: 9904 and 6560
Amicable: 8432 and 9196
Amicable: 6534 and 6174
Amicable: 8418 and 9426
Amicable: 6690 and 8418
Amicable: 8034 and 6690
Amicable: 8322 and 8034
Amicable: 7266 and 8322
Amicable: 6312 and 4872
Amicable: 9582 and 6786
Amicable: 6228 and 6810
Amicable: 7640 and 9664
Amicable: 9256 and 7212
Amicable: 9642 and 6762
Amicable: 8344 and 9064
Amicable: 3780 and 4704
Amicable: 8742 and 6870
Amicable: 9678 and 8742
Amicable: 8528 and 8780
Amicable: 8704 and 6760
Amicable: 9714 and 5250
Amicable: 9726 and 5508
Amicable: 7284 and 7720
Amicable: 8334 and 7518
Amicable: 9716 and 4788
Amicable: 8816 and 9656
Amicable: 8456 and 8816
Amicable: 7038 and 7614
Amicable: 6504 and 5304
Amicable: 4896 and 8406
Amicable: 6860 and 9884
Amicable: 7880 and 6860
Amicable: 9212 and 7880
Amicable: 9942 and 8046
Amicable: 5600 and 9416
Amicable: 8382 and 9102
Amicable: 3960 and 6288
Amicable: 5208 and 8944
Amicable: 6744 and 8176
Amicable: 9006 and 7230
Amicable: 7254 and 9222
Amicable: 9340 and 7716
Amicable: 9246 and 8814
Amicable: 9078 and 8646
Amicable: 6372 and 4860
Amicable: 6132 and 8372
Amicable: 6390 and 7326
Amicable: 8982 and 8106
Amicable: 9546 and 8982
Amicable: 5160 and 4200
Amicable: 8060 and 9740
Amicable: 6426 and 7866
Amicable: 9858 and 8802
Amicable: 5904 and 9414
Amicable: 6060 and 5850
Amicable: 6408 and 9018
Amicable: 7512 and 6816
Amicable: 6936 and 7332
Amicable: 9342 and 8118
Amicable: 6192 and 9160
Amicable: 9568 and 7248
Amicable: 7008 and 5640
Amicable: 5700 and 8724
Amicable: 7596 and 6160
Amicable: 9320 and 8720
Amicable: 6510 and 9966
Amicable: 7950 and 9366
Amicable: 9640 and 9084
Amicable: 7470 and 8874
Amicable: 6780 and 7788
Amicable: 8172 and 6768
Amicable: 7584 and 8172
Amicable: 9882 and 8376
Amicable: 6468 and 7476
Amicable: 9114 and 8442
Amicable: 8052 and 9564
Amicable: 7416 and 5280
Amicable: 9438 and 8388
Amicable: 7176 and 8616
Amicable: 5400 and 7968
Amicable: 8360 and 9440
Amicable: 8304 and 6888
Amicable: 8808 and 8304
Amicable: 5460 and 7704
Amicable: 6804 and 9280
Amicable: 9192 and 7752
Amicable: 9036 and 7224
Amicable: 7650 and 6048
Amicable: 5760 and 7632
Amicable: 7860 and 7524
Amicable: 9204 and 7860
Amicable: 8964 and 9468
Amicable: 9168 and 5880
Amicable: 7344 and 7956
Amicable: 8988 and 9100
Amicable: 9024 and 6960
Amicable: 7812 and 9156
Amicable: 8448 and 7728
Sum: 33652640
